Text,Sentiment
@wuthering_alice I like that it doesn't have to be about consumerism :) Treat Yo Soul,Positive
"@oconnor_max YAY! Can't wait! Hope I can keep up - been swimming more than riding recently, but will do my best :)",Positive
Feeling like shit :-),Negative
i'll add more fics tomorrow :D,Neutral
"#ouch slip disc is sore today
bring on thw swimming and chutes :)",Negative
Morning everyone! :D,Neutral
Great way to start the day!  :D http://t.co/N5nOp3FfnX,Positive
@UnMondeHistoire chalut :),Neutral
@HugeFormula1Fan Give me a minute. I'll take a look. :),Neutral
http://t.co/2GnmiplU4B listen live! :) :) :),Neutral
This dog guy is hilarious @BBC3CR @jvsshow brilliant interview - replay on iplayer later it's so funny :),Positive
Stats for the day have arrived. 4 new followers and NO unfollowers :) via http://t.co/Hk8VpyVCu6.,Neutral
"Making me come at 10am when the test is at 11am, thanks for the unneeded stress :)",Neutral
@Dinnerbone *Future MegaMoh in 7/29/2015* Happy Birthday to me :),Positive
"Lol, Happy Friday peeps! :D http://t.co/cOwsS5v5oY",Positive
Men are like power tools. They make a lot of noise but its hard to get them to work. :),Positive
@otraclace well I travel all around New Zealand in the holidays so hopefully we could meet up? :D,Positive
Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/C5WupnoeRn.,Neutral
@michael_lavro yeah and when everyone wakes up in the morning they'll see your big pile of dump :) cool,Positive
"@claralikesarah actually, gf couscous is not as bad as I thought it would be. I'll send you some links :)",Negative
@trevorbeatsdrum nice! It sounds awesome! :),Positive
@JackieYunTweets More about things I know... Women's Fiction :),Neutral
@ManiMint_ you're welcome :),Positive
@fouraroundworld thanks for sharing! Wishing you a wicked weekend :),Positive
@nickgerig Wahahaah. If only :p,Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x17",Positive
"@SazzylSquires Thank you very much lovely, I'm really pleased you did :)",Positive
When people tell me I have good taste in music :D ^.^,Positive
@bng_ynggk he looks different??? :))),Neutral
I want to read that @KirkdaleBooks. Orhan Pamuk is my hero :),Positive
@DAlmendary @mimoha22 @iamsrk @AsmaMnh16 @DoaaAhmed001 good morning :-) http://t.co/PTI3r1rLDg,Positive
"Fall in love under a canopy of maple leaves! Secrets at Maple Syrup Farm is out now :) Happy Friday, all! xx http://t.co/fQeQlpk32A",Positive
@stephbichard thank you Stephanie! Ily2 💖💖:),Positive
@magicbricks @iamKaranB congrtaualtions :),Neutral
"@InspectorsClews Oh of course, that's how I understand it. I noticed the issue as well. And Phileas Club inc tomorrow! :)",Positive
"@justinbieber when you smile, I smile :)",Positive
@simonxxx_ follback :),Neutral
I'm not a photographs. just Phonegraphs :),Neutral
Srsly today was like the best day ever :)),Positive
"@PacketSmuggler haha, no not at all; 10:17 here :D",Positive
@arifa_pwincess happy birthday ripaaaaa ❤ :),Positive
Guys with blue eyes :D,Neutral
@socio_foodie ye banate hain :D,Neutral
Good morning :) I hope Friday is off to a great start for you! x,Positive
"@CV_UHB the patients. Children crying in x ray dept...not to leave lol. Must say its a lovely, very pleasant hospital. Have a grt weekend :)",Positive
"@rusmexuswriters I have seen some of the new features, but I've not tried the infographic yet, sounds like good stuff :D",Positive
#ShareTheLove @oymgroup @musicartisthere for being top HighValue members this week :) @nataliavas http://t.co/IWSDMtcayt,Positive
The four o'clock coffee habit. :-),Neutral
#ThankYou1Dfor a great roadtrip during the WWAT :),Positive
"@rusintez @mafintosh Ok, 19:30 at the Apple store at IFC. Then we'll pick a place to go to :-)",Positive
"I didn't changed, you just didn't know who I really am :) #credits",Negative
Yes! Bath Bombs are back two great new products! I can't wait to order mine :) Whip me up Bag of Bombs... http://t.co/lvWKZFdFW8,Positive
please throw your awesome smile lilsisbro @nabilahJKT48 @difaryansyah @maddijanemusic :) hopefully your career is always SUCCESS.!!.,Positive
"New phone, today was cool :)",Positive
Just pre-ordered Pixar's Inside Out steelbook! :D http://t.co/SnV316MfAH,Neutral
@chanhun4exo welcome :),Positive
@ForYourKindInfo hmm thanks :),Positive
"@BhaktisBanter @PallaviRuhail #FlipkartFashionFriday 
I just loved this...Hope U love it too :) http://t.co/SCwIVZmIWb",Positive
@ChantraNan I hope your okay! *super big smiles and hugs* :)\(^.^)/,Positive
"@glowypanda @Beakmoo @Pani_Bufetowa It made me happy, too. :-)",Positive
"Pegell, lemess (n) :D",Neutral
"I Miss You :)
My #TeenChoice for #ChoiceInternationalArtist is #SuperJunior!",Negative
"@khenderson004 @Sting Kyle, we wont be sending emails right now but ur paypal confirmation is all you need on the night :) See u in Oct!",Neutral
@abejz_no tud jst :D,Neutral
@MrsFarmerCookie They're so addictive aren't they! Beautiful flowers :) and Humphrey is very cute!,Negative
"@Tulki Any help / advice / info you need - just yell :) You can normally catch us on here, erm, all the time ;)",Positive
Walk Back From The Breach .... :))) http://t.co/iZHXKoABi8,Neutral
Happy Birthday for July 24th! :) http://t.co/0YwJ3Efsjg #superheroes #scififan @RealLyndaCarter @AnnaPaquin @EmilyBett,Positive
@Nigella_Lawson Lemons  bought for yogurt pot cake. Discovered yogurt out of date!  lemon version of liquorice pud possible do you think? :),Neutral
@concertina226 I am trusting enough to believe you and I salute you! :),Positive
@robinrimbaud I'm also moving tomorrow. Good luck with it all :-),Positive
@simonwaugh You're welcome :),Positive
Tell him that I'm here. :) http://t.co/IDT0YCr8NP,Neutral
"Made Cajun chicken with spiced Couscous for dinner! So yum :)
#cajunchicken #couscous #food #dinner… https://t.co/kkTgTf0qVG",Neutral
@Hell_enaDaVex true shit :),Negative
@cultofengineer Glad :D,Positive
congratulation once again... INFINITE deserved it... :D fighting for Mubank today. I'll always support INFINITE ^^ https://t.co/9ZkFNrObsC,Positive
@3F_Bildideen gern :) @UllaNeuhaus @HeimlichUte @LRVertriebspart @vivadihotel @wellpresso @IhrWellnessTipp @bad_deluxe @Zaubermaus57,Neutral
@JessicaTM23 happy belated birthday cikaaa☺wish you all the best o:) maaf telat ngucapinnya :D,Positive
@zavvi @b9scottuk @gkm86 maaaaaay have just pre-ordered :D,Neutral
@stelcoco Larry is real :),Neutral
Stats for the week have arrived. 1 new follower and NO unfollowers :) via http://t.co/a7adI6uFtX.,Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x16",Positive
@kawaiinekolaura tuesday :)))))),Neutral
"After a long day/week, #Viparita #Karani (#LegsUpTheWall) is the perfect pose to unwind... EnJOY!!! :-) http://t.co/VGoOFhLeqr",Positive
@marilynemy_ good night :),Positive
@DeMusliM jesus :D what is going on ? first you get robbed and now this ....,Neutral
"This is Coco, she does like to be comfy :) http://t.co/1hQv6UiOe8",Positive
"Oh, the beauty of the world under water :)

http://t.co/JruoM8s53X",Positive
"But yeah if you call me ""jalulu"" don't even continue to talk to me @ all cause I hate you :D",Negative
Off to the USA! Rosh and I on our travels again :) (@ Glasgow International Airport (GLA) - @gla_airport) https://t.co/FS71kc8FZe,Positive
"@neskaife yes he is avail here :D
wanna join?",Positive
"@xlaurajaynex I am :) also, I'm super late sending your presents but it's going out next day delivery today! x",Positive
@BhaktisBanter #FlipkartFashionFriday Im Sure This Dress Will Suit Perfect To Pallavi :) http://t.co/u2V5zAzKdE,Positive
"Welcome :) ""@miss__rizzy: In Nairobi for #HRDsTellObama a regional civil society dialogue on human rights in the region.""",Positive
"To all our students around the globe,

WE MISS YOU!! 

Enjoy your summer and we'll see you soon!  :-)",Positive
@mixbad Happy birthday hajur :) :),Positive
@magicbricks Yayy! :D Thanks ;) #GOHF,Positive
@savkra wow. So much hate came your way for speaking truth. Must've hit a nerve. :) keep speaking out.,Positive
prelims exam tomorrow :-) #costacc  @AcctncyProblems http://t.co/DF1aXAAzg2,Neutral
Goodnight :D,Neutral
Well I made it 13 weeks NWB is officially over today!! :D Now I just have to wait till Monday so I can start the long road to walking again.,Positive
@mrslatrisha @KFerrellWriter http://t.co/KmhdqcIWdm :)  -Mary,Neutral
How every day off shud begin :-) https://t.co/KjAfQo0Swq,Neutral
@alxh enjoy :),Positive
@Miss_Wisconsin That was cold. :),Neutral
In glad that lasted ONE day :),Positive
@Its__Tatiii You too girl hmu sometime :),Neutral
"@liftingcoolstuf @LUCYLucyprior @acosta_uk No worries. Thanks too for the follow. We hope you have a great day, not long till the weekend :)",Positive
@ArrieBar @BBlogRT @FemaleBloggerRT Love it all :) wow!! Picked up a Cala brush myself the other day!,Positive
Sometimes it's all about choosing between your ego and your relationship. :),Neutral
Wherever you are I'll always make you smile :),Positive
Sooooooooo happy for my grades :D,Positive
"@lovingjeonboram I really like their interaction. How Sunny offers her help to her dongsaeng, Chorong. And the friendship among idols. :)",Positive
@fivedorkz thanks for the ffs :) x,Negative
Many thanks to all :) via @ManoharRpm,Positive
Most Impressive...........what were you doing when you were 13? Now don't you feel bad about yourself? :) https://t.co/P14278cGy8,Positive
@MaxivisionEye Many thanks to all :),Positive
@SpazzyTsukihara awww but i was going to ask for a dragon duck with mix of a cheetah :p,Neutral
WAGGA WAGGA FOR PHASE 2 COURSEWORK - COMING AT YOU @UNSWRCS  !!! :D,Neutral
"@Taaliah76 No problem at all, you too :) Lorna",Negative
"Just a bit to big to scan so will add them to the pile :)
Eye 10""x12"" Oil on Canvas pad.
#painting #canvas http://t.co/SEdkSLbZPH",Neutral
"@MhmmdIqbale Happy Birthday Iqbal, Wish You All The Best :)",Positive
ima leave this. right. here. :-) http://t.co/VlGObizVhd,Negative
@altournative it was nice knowing you :),Positive
#ff Likewise ur hon :)@whittakerdesig1 @HackOldham @CllrJimMcMahon @FPharmacyUK @PB_Furniture @abcdiagnosis,Positive
@Skye5SOS we are friends again now :) hahaha,Positive
I'm playing Brain Dots : ) #BrainDots http://t.co/Y8LKMKSABv http://t.co/DWFUfPcfrb,Positive
@needledesign Great work Matt :),Positive
"That ""@Real_Liam_Payne thanks bro ! 😀 x"" is my everything :-)",Positive
@nidhi_budha Aja besi chati phulani swasa bahari jiba !! :p But Congrats :) Keep spreading the smiles like you always do with you tweets !!,Positive
Mumbai &amp; gujarat rain distrubed collection otherwise BB week should have been 190cr+ inspite of that BB is highest record holder till now :),Neutral
@froggydarren lol my whole family threatens to do that on a daily basis :D,Positive
"Happy Friday everyone! Don't let the rain get you down, why not escape to the beach in #VR @RelaxationVR we need you today :)",Positive
@OrbaniDiana ok good to hear. Keep it up! :-),Positive
pamper day :) (@ Great Cuts Angelo Justin in Quezon City) https://t.co/pWvwQ8xg1C,Positive
I've gotta go home and put on my sweatpants and hold my breath until I die :),Negative
"@sothcott @realmartinkemp lovely guy, isn't he? :-) ...and he looks like James Bond in @AgeofKill!",Positive
"@Stijneman happy tripping, Farbridges! :-)",Positive
Smile like you mean it :) ##SegalaKataKata,Positive
The Nixus adventure has begun :-) time to make some flint tools haha,Positive
"@niamhie_c Hi! I see u like FourFiveSeconds and think u might like ""Deaf Ears"" https://t.co/hQZ1o7s7dk .Plz let me know what u think :)",Positive
@bbc PICK ME PLEASE! :) http://t.co/SOv2AdwnBd,Positive
@JellyBabyMom2 haha! Thank you! :) 🍰,Positive
"@EmmaJayneHall @DarkCorb77 oh right. That's a good idea, instead of having to do them separately :)",Positive
"@SimoneWarner ... he´s attacked, criticised for every gesture, word, pedal stroke. one must be attentive and notice little things :)",Negative
@peter_osoro me too :-) ^Caro,Neutral
@angie_1D_95 THANK YOU!:) http://t.co/77HK8SVBFh,Positive
@RichyCee93 £20 deposit to secure one :),Positive
@niikkooyy I love you more! :),Positive
@HelenAnderz travel in style :-),Neutral
i don't know what helped me more to get awake ... the shock when i spilled my coffe or the rest of the coffe :D,Negative
@lDreeriksenl  happy birthday with chocolate lovers cake.....tenerina!!!! Auguri from Italy :) best wishes :) http://t.co/AkNaojdLJJ,Positive
@Pri_More @jemappelleallie @MonicaBouma @bettyaz @Carlsss82 @gizmo197654 @MichaelKilbey @MajaPastora Ohh I hope so :) Till then... #hugs,Positive
@WeAlwaysChillin This sounds nice :D,Positive
Vyapam received ISO certification :D,Neutral
"me: knows exactly what i want and how to get it
me: is paralyzed by my anxiety and sadness
me: lol :)",Negative
Get more at http://t.co/aady6CDfB2 :) http://t.co/aXu8Gidwv3,Neutral
"@Okami_Kai @SlyCat Yup, got about 12 of the books so far :D",Neutral
so cool :) http://t.co/tLYxMxe8J6,Positive
@MegAnDrewsGlobe @outboundapp thanks for sharing! Enjoy the app! Wishing you a wicked weekend :),Positive
#PBB737Gold ONE DIRECTION :),Neutral
@GL_Advocaten Visit my blog http://t.co/UzOAqroWKx thanks :D,Positive
@WickedPill @jimmyurine you're welcome :),Positive
"Follow me, follow back mention ! :)",Neutral
@OTRADaily Hey it'd be great if you share my blog.. I started writing blogs :) check it out and let me know how's it https://t.co/gGs070b6BH,Positive
"Finished our development testing out in Spain , next up are the official tests. Who is excited for season 2 ??:) http://t.co/FxQ4P0bMH7",Positive
"@natsu1725 @co_media_ 
I want to make someone happy. thats my def for Happiness :) 

@AdeccoWaytoWork #KunoriforCEO #CEO1Month",Positive
Bantime: -1 :) #fail2ban,Neutral
"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x15",Positive
That awkward moment when you feel that you got abs Because you can't stop laughing reading @ExcuseThePuns_ 's tweets :D,Negative
"Galing ni founder ♥ loveyaaaah ⅛ :))
-⅞ ∞",Neutral
@paulmaxey If you don't as you don't get! Just follow this link to find the code  http://t.co/paVK9szuWU  :) Enjoy! -Tom,Positive
@NiallOfficial gn love u see u in 2 days :),Positive
@ARNS_UK thank you lovely specialist breathing people :)),Positive
@tylergarposeys done bb :) aw this is so sweet thank you babyyy,Positive
Fav for a Dm :),Positive
